palabra,categoria,total_1960,total_1970,total_1980,total_1990,total_2000,total_2010,total_2020
swaggerers,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lable,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ammunitions,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lubra,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cation,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sharman,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dementedness,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
recitin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
evol,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
torturous,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
snobs,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rightsome,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
httin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fagots,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jasons,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
tramatic,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cellphones,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
peeves,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,1.0
opd,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bennigans,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jetpack,NOUN,0.0,0.0,0.0,0.0,1.0,2.0,1.0
hellraise,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
murderize,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
harassment,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fannings,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bendingfield,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
yogurt,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,1.0
scuity,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
reflectin,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
gusty,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
footer,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
revigorant,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
perplex,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pastas,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
instants,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
youda,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
programmers,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
affective,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bengal,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
miniskirt,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
havens,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tecca,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
alexa,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
omglike,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
marshmello,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
coun,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pizass,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
elevates,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pesterin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
glutes,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,2.0
midriff,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
casserole,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
toothpain,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hoof,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
grailer,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tuts,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chauvin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gurgles,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
maltese,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
antibiotic,ADJ,0.0,0.0,0.0,0.0,1.0,1.0,0.0
centerpiece,NOUN,0.0,0.0,0.0,0.0,1.0,10.0,2.0
premoter,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hijackin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lword,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
encyclopedia,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
buttin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dragraces,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
blutooth,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
shrubbery,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nicknamesright,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jed,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nananinahnah,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aidsif,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
proverb,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
auhh,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
meantlife,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
skidda,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
paarts,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
wooorld,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
citrus,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,1.0
dolezal,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
blaaaow,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
circlesaround,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
breonna,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,2.0
primus,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
funner,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gauntlets,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
milehigh,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stready,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
garner,NOUN,0.0,0.0,0.0,0.0,1.0,3.0,0.0
shiteatin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cagedlunaticsoon,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
torchand,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
urinals,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
proofnot,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
debuts,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
extraterrestrials,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
haachptoo,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rayshard,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
faeyou,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
targettin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
colonoscopy,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
appearences,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
slutresponsibility,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
blanksdo,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
beaterdo,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
neckless,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
itim,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
cleanerand,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
kinkos,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
alcoholistic,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pachino,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bazeer,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
simmonsbe,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
neglegentbill,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
casette,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lamens,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
profitin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
micit,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
shitsdepressin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
terrordome,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
herringbones,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
asmrall,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
abusers,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
asphyxiation,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chellows,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
shitidis,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chesimard,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
millitant,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bombest,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
adequate,ADJ,0.0,0.0,0.0,0.0,1.0,2.0,0.0
venison,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cruisers,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aftermizzath,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
wizass,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gpswithout,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
motrins,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
whitaker,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
inoperable,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
octomom,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
buenas,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,4.0
entertainous,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
becareful,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
oplet,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
itstead,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vendi,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,2.0
pistola,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,4.0
uncap,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tylenols,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ambien,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
prtnwa,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fealty,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
unexplanable,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
unsexy,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,1.0
roadblocks,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bounties,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ballcatchin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cainecause,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aboutface,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bcup,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
unshaven,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
complicatedit,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mouseketeers,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lyricols,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
titfortat,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
backblast,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
twothirds,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
thirtysixyearold,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hmmmmmguess,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
backtell,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
crashsound,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
warmers,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
doeuvres,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
heinekens,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
centers,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
cartermatic,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pooltable,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
battabattle,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ejects,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
skinnyskinniest,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
piddle,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
quadrapalegics,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
myamia,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
subpeonas,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
babbadababa,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
enlightens,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
handbasket,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pocketknife,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mailmen,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fazia,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
grupo,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,1.0
cesspoolers,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dissolves,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rallys,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
regrettable,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
winches,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
catscans,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
busey,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cornball,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
uncooked,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gravesite,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
itchwent,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
digitsim,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
keanu,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
mafucker,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tariff,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
arsonists,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
moveover,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
loosies,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
imbeciles,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
onlywants,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aadd,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
shither,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
secondshe,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
âœattention,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pleaseâ,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
paclypse,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mblood,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
soonas,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tyno,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
presto,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,1.0
spikin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
indefensible,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
olay,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,1.0
groper,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dicksnots,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zurp,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
unmeasurable,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
coram,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
laminates,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
wessonsjust,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mournrejoice,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
coughblood,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
courvosier,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
upppp,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
everytimes,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
weedis,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
statics,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fiveos,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
glockmatic,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dickryder,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
popoescapin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
raiser,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
faceso,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
offof,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
suprefinous,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
firearms,NOUN,0.0,0.0,0.0,0.0,1.0,2.0,0.0
htb,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zim,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
itsanother,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dood,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
thatpicture,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
masteredstep,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bitchif,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
shadyaftermath,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
crazyif,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
againim,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
brokepicture,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sackpicture,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
changeman,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
manuevers,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cracksell,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
drastic___,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
plasticcock,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
handouts,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pussyholes,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
dozenyou,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hhh,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dirties,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
whorin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
thesesituations,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bufferin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sluuuutt,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mercenaries,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gatpicture,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hatpicture,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
kass,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cabooseand,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
graphics,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
thedick,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
williaint,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bandatas,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scatterd,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
shadders,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
preface,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prefrence,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
apartlike,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
yellsâœdickâa,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
valuables,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aresolution,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
akand,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
goteveryone,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
antennae,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dismemberin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
misconducts,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
reprehensible,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
floaties,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
journals,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rundo,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
awayyeah,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hypertension,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,1.0
aloneso,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cubpoard,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gwhere,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
firemen,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
catchphrase,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bladder,NOUN,0.0,0.0,0.0,0.0,1.0,3.0,1.0
hamstring,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
megirl,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
homeyeahchorus,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pentagram,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
abrafckingcadabra,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cadavers,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ambiens,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
letourneau,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
kamps,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
amountin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
instigators,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,1.0
leadoff,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
delegation,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
salivation,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
placemat,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
whipass,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
houseand,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
potsprinkle,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fruitful,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,1.0
upslash,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dubble,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lovedby,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
revange,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
selfempower,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
surgical,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
untoppable,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
unpoppable,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
adverse,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tugofwar,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
toter,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
jects,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,1.0
financials,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
belair,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
thems,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
comeizzlehmm,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
puzzupple,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mapping,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
everywhereman,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mannix,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
onceninety,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lota,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
priscilla,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vanglorious,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
upis,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jackhustle,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
peooople,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nomuthafuckinbody,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lessonrap,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
penitentiry,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bbgni,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hollowpoints,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gatyou,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
factyou,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ragspicture,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
uppicture,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
friendsif,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mercamies,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
powderin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
abilities,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,1.0
underels,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
manuals,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hindsights,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
